pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
55.326305,760,1279,3168,9736
55.362442,1658,3914,7886,4585
55.362442,1992,9058,5165,3453
55.362442,802,1712,3821,9154
55.362442,2662,6596,8083,6419
55.362442,902,7416,3893,2023
55.362442,1440,2757,3905,2736
55.362442,922,6909,4791,5893
55.443665,1175,7604,3671,6392
55.443665,1345,8144,6409,4531
55.443665,725,923,3635,2570
55.443665,949,8016,5962,2450
55.443665,913,1462,2779,1510
55.443665,1259,3873,7541,1511
55.461697,499,915,1254,811
55.461697,2041,6558,7856,4935
55.461697,733,6611,4292,1981
55.461697,593,6026,2016,9290
55.461697,751,8717,3612,1639
55.470715,678,9907,3441,6503
55.470715,678,7970,2910,5120
55.470715,946,6699,3975,2019
55.470715,1364,5225,5800,4698
55.470715,658,8544,1561,848
55.470715,1794,4717,6198,4337
55.470715,3544,6815,8392,7138
55.470715,636,1410,3495,8485
55.470715,2260,6074,6015,3316
55.542778,980,1178,4074,1866
55.542778,826,3026,3633,993
55.542778,1168,2586,3820,2528
55.542778,1934,6050,9926,2898
55.542778,1320,8537,6529,9803
55.542778,880,6077,2790,5969
55.542778,2718,7080,8773,6225
55.569775,599,9463,2226,9617
55.569775,3113,4809,4751,5370
55.569775,1165,3575,5071,4501
55.569775,1539,9007,8410,8842
55.578773,1366,2098,6915,3391
55.65968,301,8437,1519,3825
55.713554,645,2142,2503,2407
55.713554,1105,3047,5919,3783
55.713554,577,4729,2072,5317
55.7315,1927,6139,6184,5141
55.7315,1051,1796,6688,9043
55.758408,2648,8106,9922,4571
55.7853,3199,7308,8318,8126
55.803226,3227,6441,9197,8000
55.803226,1041,5410,6135,1349
55.86591,892,3135,3616,9708
55.86591,482,9447,1324,1144
55.9017,1612,4988,6266,6816
55.9017,2458,8715,6812,4689
55.9017,3174,7280,9643,7179
55.9017,856,1753,3352,2017
55.9017,2958,6844,7896,4752
55.9017,1714,3573,6860,3718
55.9017,542,3158,2013,595
55.9017,3298,8303,8984,5677
55.9017,3902,7934,6431,6174
55.946404,983,1541,3932,1594
55.946404,287,9966,814,325
55.946404,1547,2702,6697,8813
55.946404,991,1929,3299,6901
55.946404,799,8108,3517,9063
55.946404,3737,5521,8774,6326
55.97321,738,2829,3309,8019
55.97321,1378,8871,5491,6665
55.97321,574,7521,2714,1980
55.97321,1326,5096,6947,5744
55.97321,1362,5725,4028,9708
55.97321,3944,5818,9769,7012
55.97321,510,9050,3153,8855
56,2403,8624,7968,7708
56,1029,2530,4291,6642
56.008926,3120,8602,7456,7412
56.008926,452,8807,2171,9494
56.008926,506,9524,2023,1075
56.0357,867,9258,3623,6034
56.0357,1503,4828,4959,3597
56.0357,307,746,944,434
56.0357,2081,7010,8792,4811
56.044624,376,9580,1068,656
56.0803,370,445,1468,445
56.0803,894,1614,3509,1642
56.0803,1352,8841,6131,8917
56.0803,470,3588,2491,3564
56.0803,1882,8452,8058,3136
56.0803,1546,2659,6171,5978
56.0803,1700,3064,8101,2803
56.0803,1818,5495,6994,6194
56.0803,1950,4211,5554,7328
56.0803,846,1072,2468,1246
56.0803,662,1749,2010,1612
56.0803,774,1069,2307,1286
56.0803,1106,4562,4706,1405
56.0803,606,1952,3376,5847
56.0803,1912,7425,8118,2694
56.0803,500,9430,1464,969
56.0803,2170,8644,7318,3956
56.0803,720,1856,2625,2635
56.089214,601,2697,2566,2677
56.089214,613,9896,2736,707
56.142673,1865,2618,5748,5004
56.142673,227,525,846,9651
56.22277,958,1121,2496,1103
56.22277,1716,5966,6234,5639
56.22277,936,8865,3121,2285
56.22277,852,5575,4531,1340
56.293873,1776,9358,8634,4636
56.302753,1033,1744,1938,1678
56.302753,1463,6189,5869,4366
56.302753,413,6109,2099,6401
56.302753,1111,1561,4397,1821
56.302753,3153,5535,8260,6424
56.32051,1043,9554,3544,8344
56.32051,1313,4702,6385,6216
56.32051,1861,4699,7903,3571
56.32051,1747,3593,6085,5234
56.32051,2207,6466,7418,5647
56.32051,1785,4876,5604,2742
56.32051,1093,7432,4787,7227
56.32051,673,1391,1598,1497
56.35601,1165,7983,4051,9296
56.364883,1006,3404,4076,3729
56.400356,1156,7126,7689,2257
56.435802,1242,1723,4691,1722
56.435802,1168,8824,6040,4548
56.435802,3116,4497,7470,8308
56.462376,1273,7671,4698,8741
56.462376,1443,5923,7553,6214
56.462376,3539,5979,9192,6860
56.515484,529,1522,1849,812
56.515484,1225,5278,5483,2451
56.515484,967,8563,5906,7115
56.515484,1471,5908,8978,1975
56.515484,491,5138,2393,8447
56.568542,1633,8019,7194,4294
56.568542,1995,7556,7861,8065
56.568542,3875,7262,9988,5661
56.568542,2865,6271,9834,7400
56.568542,1965,3468,6389,3067
56.568542,891,3966,3633,9534
56.586216,2017,7967,8604,7681
56.586216,2157,4472,9103,5786
56.586216,2077,7952,9279,3685
56.586216,1433,4047,5560,7062
56.603886,1131,8085,3687,1447
56.61272,1000,1599,2492,6810
56.61272,2988,6600,9775,7421
56.61272,2232,6847,8882,4929
56.61272,1708,9161,6035,8493
56.63921,2179,8557,8965,5889
56.63921,1869,8456,8634,3206
56.648037,2514,6356,7832,3550
56.648037,1024,2128,3383,1595
56.718605,750,5712,2750,9305
56.718605,558,6945,1702,822
56.727417,2403,6715,6393,3201
56.727417,1405,7363,5374,9450
56.727417,2081,3856,6692,4292
56.727417,1283,5097,6396,5567
56.727417,2929,4166,9076,4079
56.753853,3596,6526,9468,6400
56.753853,1842,8494,5265,2451
56.753853,504,642,1489,974
56.797886,1499,3054,4528,4614
56.797886,411,2982,1491,3176
56.82429,1996,3093,7765,6062
56.82429,1364,5517,5967,1571
56.82429,1694,4134,8612,7958
56.82429,712,6038,2544,6056
56.85068,1689,2428,7493,8585
56.85068,1893,8936,8339,7484
56.85068,1055,2365,2678,9077
56.85068,329,9887,774,9908
56.859474,1014,8393,5101,8523
56.859474,1812,5965,6498,8852
56.859474,1114,1584,5584,5295
56.859474,2590,9267,9234,6599
56.859474,704,9406,3527,1640
56.859474,428,1347,2539,1053
56.859474,1820,7836,6856,3885
56.859474,1934,7670,8004,8081
56.859474,1288,2374,5731,2018
56.859474,868,9100,4017,3793
56.859474,1392,9246,5287,4213
56.859474,3560,6737,9822,6314
56.859474,1534,3939,7820,7274
56.859474,1378,2020,6135,3725
56.88585,455,1228,2000,550
56.88585,977,1115,3683,9822
56.920998,2461,4069,9226,8460
56.920998,673,1037,1837,1409
56.938564,2087,4471,4811,3170
56.938564,2537,3528,6970,4286
56.938564,3123,6223,9647,6623
57,1722,5089,6389,2830
57.00877,1781,8652,6625,6571
57.00877,1461,8930,4109,2465
57.00877,1117,8440,4859,9135
57.00877,2769,7428,9163,7102
57.00877,2261,4056,7389,5656
57.00877,1067,8097,3890,2246
57.00877,317,388,2007,525
57.00877,3001,5654,9484,5909
57.00877,2327,4612,7986,5564
57.00877,1555,7859,7756,2684
57.00877,1181,3378,5304,7831
57.00877,571,5446,2712,6377
57.00877,1689,6712,9545,2663
57.00877,2599,7235,9506,5660
57.035076,456,1066,1099,488
57.070133,3696,7046,9659,7104
57.070133,1910,5885,5495,4109
57.07889,3135,7848,9667,6378
57.07889,315,9668,887,484
57.07889,719,8534,2733,4571
57.07889,2731,6724,8576,6418
57.07889,951,7010,5436,1589
57.14018,808,9312,3706,3136
57.14018,1842,3541,4072,3304
57.14018,522,1907,1862,9325
57.14018,812,1447,4012,1016
57.14018,1084,2248,5628,8433
57.14018,648,1053,3538,2627
57.14018,3248,9085,7750,6211
57.14018,1662,4172,6432,4866
57.14018,1460,8020,6668,7564
57.14018,1536,1907,2515,8181
57.201397,395,741,1974,9400
57.21888,2671,7098,9037,7643
57.21888,957,7941,4830,7168
57.21888,2131,7359,5698,3135
57.21888,345,615,1886,7621
57.245087,1104,5300,4969,9240
57.245087,1472,3369,6694,9567
57.245087,2336,7060,9984,4530
57.245087,2026,4947,6537,3440
57.245087,322,8395,2286,3106
57.245087,2878,8284,7616,5209
57.245087,1826,2327,4744,3638
57.271286,509,5380,1860,564
57.271286,3509,5400,7257,5334
57.271286,815,1253,3365,3735
57.271286,1331,3223,5668,8625
57.271286,1091,8351,3958,2666
57.271286,1379,2050,6294,4964
57.271286,1319,7238,6770,2849
57.280014,830,9127,2987,2327
57.280014,1502,5802,7012,4411
57.280014,1610,2276,3949,3268
57.280014,1392,9413,6191,9476
57.280014,736,4866,3269,5650
57.280014,780,2889,3978,903
57.306194,933,1101,2785,2551
57.306194,375,3393,1632,542
57.306194,2693,5552,8509,7499
57.306194,1173,7909,5004,6990
57.306194,3005,4560,8035,6684
57.31492,1166,2512,5908,2226
57.31492,1540,2095,4471,2106
57.31492,984,8265,3671,8370
57.31492,1724,5695,7629,3579
57.31492,2292,5270,8831,3557
57.384666,1782,2772,6396,2577
57.384666,2894,7124,9222,5352
57.384666,3170,3348,4553,7420
57.384666,2480,8520,8116,4375
57.384666,1710,9216,9119,9167
57.428215,1071,3867,6983,8104
57.428215,1441,4410,6442,9698
57.428215,599,9491,2883,9532
57.45433,1524,3398,5618,3935
57.45433,1054,8158,3537,1206
57.45433,1602,8607,7650,7541
57.45433,976,5747,5268,3076
57.45433,1118,1560,5094,1518
57.48913,1336,6423,5314,2642
57.48913,1994,6693,7637,5512
57.48913,1804,8577,6183,3566
57.48913,2212,3369,6276,5968
57.48913,1332,3006,5066,2464
57.48913,790,6247,3471,1517
57.48913,1040,1478,3919,3466
57.48913,558,8557,3149,9827
57.558666,1214,2002,6589,6563
57.558666,2474,5642,8965,6284
57.567352,2333,4769,5518,2741
57.567352,607,1366,3053,1336
57.58472,2611,4439,8120,6501
57.58472,607,1234,3865,7314
57.58472,1119,9305,4100,2601
57.58472,1267,2655,4184,1642
57.628117,516,5158,2010,612
57.628117,886,2877,3096,2866
57.628117,1072,8103,5908,1548
57.68882,279,1373,1655,1344
57.697487,1814,5583,7742,6390
57.697487,1110,9298,5214,3928
57.706154,1463,7639,6084,2784
57.706154,1259,8618,6212,9285
57.706154,1635,2770,3087,8964
57.706154,2355,7624,8537,6055
57.706154,305,3842,1377,428
57.706154,2241,4778,9018,7328
57.72348,913,1498,3892,7686
57.72348,3891,6766,9573,7200
57.72348,1567,4179,5103,2293
57.77543,941,3519,4874,3315
57.77543,499,8399,2766,8435
57.77543,735,5840,3267,3392
57.77543,1003,1934,2876,1930
57.77543,1091,2094,2590,2659
57.801384,2752,3930,9038,6918
57.801384,2774,7009,9517,5113
57.801384,3026,5556,9084,5061
57.801384,740,6588,3514,5727
57.801384,886,1801,4337,8169
57.870544,1778,5534,7875,5957
57.870544,2974,1572,5226,7483
57.870544,1064,4266,4689,1868
57.870544,1840,8724,4850,2894
57.870544,3398,5135,9167,7460
57.870544,1646,4858,4954,5453
57.870544,650,1124,3007,6093
57.870544,826,4221,3847,4235
57.939625,2764,6799,9555,6699
57.939625,2274,3498,7376,5855
57.939625,338,3787,894,3782
57.939625,958,7163,5869,3149
57.974133,1500,1779,4970,9862
57.974133,716,1885,1956,9827
57.974133,1934,7840,7329,3415
57.974133,1748,9275,9592,3394
57.982758,685,844,1006,855
57.982758,1665,5172,5924,5863
57.982758,1835,4304,7014,9212
57.982758,2681,8848,9845,9026
57.982758,1743,2305,7944,2408
57.982758,1469,5701,6968,3326
58,3485,6613,8475,6528
58,1349,5953,4578,1783
58,2183,8676,7697,7465
58.00862,1722,4391,4860,2984
58.00862,2864,6224,9524,6723
58.00862,910,1289,4938,1743
58.00862,1082,7593,4670,1738
58.034473,2673,4195,6320,8025
58.034473,393,3367,2015,9889
58.034473,1067,1310,5712,8641
58.034473,515,595,1652,1021
58.034473,1257,2050,6472,7069
58.0517,1901,8163,9406,2883
58.0517,1723,2298,8128,2504
58.0517,1219,6030,7166,4938
58.0517,1225,4840,5186,4025
58.0517,2563,4703,5318,8767
58.0517,3269,5339,6979,4715
58.077534,2034,6398,8145,4122
58.077534,2220,4607,7698,5897
58.077534,1220,3503,6190,5512
58.137768,1609,5425,6779,8635
58.137768,1111,7973,4317,2462
58.137768,1567,5494,7782,3100
58.137768,805,4319,3247,4217
58.137768,2827,7759,4464,8928
58.137768,1539,3058,8266,8480
58.137768,1677,7404,8812,9391
58.137768,1233,1495,5923,1533
58.137768,1525,8376,4344,2852
58.137768,1675,7326,4653,6907
58.18075,2158,7176,9738,2872
58.18075,968,1558,4518,9582
58.18075,1828,5860,6635,8035
58.18075,1548,9021,7144,7530
58.18075,2120,3800,4257,3111
58.18075,2170,5321,9679,7916
58.18075,696,2572,3417,4345
58.18075,688,771,3184,4005
58.18075,600,1164,3271,1138
58.189346,885,5420,3809,3018
58.21512,556,741,2083,771
58.21512,2646,4349,7571,5074
58.21512,1602,2343,4361,3430
58.21512,1190,4173,5091,3911
58.21512,1702,6889,7840,8714
58.24088,1387,4049,7176,1583
58.249462,882,8869,3183,2248
58.249462,2674,5479,7103,4151
58.249462,740,9875,1459,9906
58.249462,1248,1576,3269,2484
58.249462,1984,5863,7942,6720
58.258045,2615,7393,7412,6978
58.258045,737,9381,3133,3958
58.30952,1509,3239,6470,8767
58.30952,1493,4119,6027,5458
58.30952,493,5596,2177,617
58.30952,363,678,1544,688
58.30952,1031,1792,4310,2301
58.30952,1921,4880,9302,2705
58.30952,2939,8798,7804,8472
58.30952,2443,3754,6355,4439
58.30952,2243,7157,9827,4052
58.412327,2759,6801,7728,5961
58.412327,2293,3580,9220,3315
58.412327,2317,3717,9121,6509
58.412327,1583,8143,8623,3797
58.412327,1479,4290,5024,2435
58.412327,2651,3957,9022,5074
58.420887,734,5914,3933,9694
58.420887,2112,6568,6870,5295
58.463665,2271,5230,6513,4487
58.5235,482,2983,1811,3267
58.5235,2036,7500,7735,3980
58.5235,2302,3589,9871,3717
58.5235,1132,9114,6358,8001
58.5235,2666,3840,4413,6635
58.5235,1250,3976,5114,6803
58.5235,726,9359,3027,1065
58.5235,2304,5695,7281,6539
58.549126,2113,8885,9940,6109
58.549126,2179,5857,8018,7216
58.549126,2405,3242,7034,3858
58.59181,722,1954,4237,5690
58.59181,1224,2477,5393,2351
58.59181,1524,3853,6487,2027
58.59181,1708,3917,6973,2844
58.59181,1940,8950,4571,2415
58.59181,698,9111,2761,8005
58.60034,511,9083,2154,1112
58.60034,1423,8896,6198,7664
58.60034,1623,3138,7594,9245
58.66856,2389,4740,9333,6774
58.694122,2154,6659,7170,4148
58.694122,2298,5557,6830,5578
58.694122,666,7323,2194,7276
58.694122,706,4211,3737,7866
58.694122,976,4296,3895,2503
58.694122,1202,7783,2854,7719
58.694122,404,473,1621,6511
58.694122,720,6978,2721,1233
58.694122,1314,2153,3216,2154
58.694122,884,7966,3580,1217
58.694122,970,7236,5019,7038
58.694122,260,583,1428,8723
58.728188,542,5660,1647,5871
58.796257,486,8041,2125,7928
58.796257,862,2324,2799,2518
58.821766,1993,5215,8110,2702
58.821766,219,9942,701,272
58.821766,2823,7905,8391,6820
58.821766,2541,5855,6619,3496
58.821766,1269,2611,5550,2782
58.821766,1237,2019,2377,9459
58.821766,981,8182,4444,1464
58.821766,383,636,2118,9344
58.821766,2365,5572,8344,6068
58.830265,616,9897,3874,6792
58.830265,1636,5431,6516,7045
58.830265,1786,8569,9067,8448
58.830265,1546,8467,6724,7610
58.830265,1186,9116,8663,8662
58.855755,981,7880,2021,7828
58.872746,1099,1568,4052,1855
58.872746,1853,8599,4915,7980
58.872746,529,925,1542,6158
58.898216,2118,4964,5970,3492
58.898216,1388,2065,6476,2159
58.898216,886,8943,4461,2058
58.898216,2404,5111,6033,4940
58.940647,933,4844,3433,4911
58.940647,2939,6594,9342,7371
59,1102,9468,2926,2075
59,1496,4125,5814,9278
59.008472,1049,1587,2706,2257
59.03389,1170,1817,3869,5981
59.03389,548,8114,3556,2105
59.03389,1184,2277,5144,6881
59.03389,1994,8642,6743,3849
59.03389,3216,5231,8615,3901
59.03389,978,2363,3624,9520
59.03389,280,449,958,1346
59.03389,982,8502,4745,8594
59.03389,582,1484,2245,5515
59.03389,1366,2424,8330,9210
59.03389,2424,3916,9633,8267
59.03389,1526,5503,7156,8162
59.03389,4168,1873,3018,6850
59.03389,1114,6226,3681,2074
59.03389,1922,5408,6643,7283
59.03389,2758,7449,9761,6666
59.03389,2716,6575,8580,5693
59.05929,2131,8581,8500,8111
59.05929,907,5929,5593,6512
59.05929,2339,5565,7868,3504
59.07622,1603,2083,8852,2341
59.07622,283,1670,1424,401
59.07622,2941,6512,6847,5878
59.07622,1429,3776,4520,2288
59.07622,1113,6113,5246,1923
59.07622,1859,5770,7655,6513
59.093147,1769,6810,6497,4441
59.093147,1945,3262,4325,3921
59.093147,2175,5190,8984,5796
59.135437,2224,3515,9501,8302
59.135437,702,1066,2670,798
59.135437,1666,6940,6155,6201
59.135437,1272,9201,5977,1690
59.135437,1820,9310,5507,7406
59.135437,720,1153,3151,3174
59.135437,1696,2840,8711,9367
59.135437,3484,5068,9522,8039
59.135437,810,7228,5186,7272
59.135437,654,1973,2325,3822
59.135437,3138,6860,7353,7001
59.16925,2050,3871,4991,9441
59.16925,2848,7859,8229,7275
59.16925,2866,5206,8360,4549
59.20304,584,2508,2216,8001
59.20304,1456,6521,5992,2097
59.20304,3230,7162,9647,7180
59.20304,2676,7329,8960,8038
59.20304,1132,7446,4436,3569
59.20304,2270,3239,4565,3066
59.20304,3358,5372,8255,6089
59.20304,1184,8864,7785,8768
59.20304,2750,8070,9555,5163
59.20304,868,8851,3293,8564
59.211487,739,5111,4131,9207
59.211487,943,9609,2244,9482
59.211487,339,3659,1594,3669
59.211487,1321,8988,6880,3052
59.22837,1807,4430,8504,3727
59.236813,1584,2937,9621,2646
59.236813,982,2838,3766,1438
59.236813,1522,6866,3486,1931
59.3043,264,9619,953,3457
59.3043,990,5986,5504,5338
59.3043,3034,8033,8660,5822
59.36329,1641,4199,9509,2707
59.36329,605,5296,1904,9700
59.36329,881,9406,3941,7914
59.39697,2535,6841,9108,4764
59.405388,2324,3954,6523,4367
59.405388,894,1566,4498,1533
59.405388,2034,8273,8676,2817
59.413803,1167,9013,5735,1762
59.413803,1745,2938,8120,3891
59.413803,2691,6670,6213,3671
59.413803,1141,5921,5677,3232
59.413803,655,9678,2703,720
59.413803,1835,8829,8776,9126
59.413803,3631,7015,9001,5036
59.439045,272,5654,917,306
59.464275,1577,6128,5605,4606
59.464275,473,9345,1267,838
59.464275,3251,7077,9841,6418
59.464275,1711,6130,5388,2912
59.464275,3127,7623,7800,4899
59.464275,1365,3341,4683,1940
59.48109,1595,4098,6172,3622
59.48109,3753,1053,3582,8354
59.48109,1063,2825,5202,5652
59.48109,1475,3934,7430,7009
59.5399,2198,7524,9458,8744
59.5399,2754,7297,8458,6026
59.5399,1598,2132,3054,1759
59.5399,866,4440,4636,4078
59.5399,432,9777,1269,649
59.5399,1144,1550,3913,6991
59.548298,1065,2035,4509,9270
59.548298,1119,1804,5464,1627
59.615433,463,9828,2829,9327
59.615433,1775,2930,5360,3575
59.615433,2707,8387,9697,7005
59.64059,1094,2031,5294,1982
59.64059,2262,4530,5879,3822
59.665737,1127,9517,5740,3806
59.665737,1939,3075,5317,3707
59.665737,1769,3299,7751,6441
59.665737,1485,2829,7541,6312
59.665737,609,8152,2790,2018
59.682495,983,8856,3386,3820
59.682495,3619,6347,9847,7696
59.682495,371,8034,1379,7814
59.682495,2969,4481,5328,8985
59.682495,479,1324,1972,785
59.682495,1345,3861,7445,4037
59.682495,1939,2968,8634,7304
59.808025,1770,5963,6334,3859
59.808025,1608,2086,3960,3656
59.808025,2276,5265,9770,9276
59.808025,1718,7758,9158,8963
59.808025,1924,9189,8787,7770
59.816387,687,9310,2546,6313
59.816387,941,8567,3429,8922
59.816387,479,1579,2289,8912
59.816387,581,8966,2424,9846
59.816387,2209,5400,7130,6314
59.816387,1249,1686,4770,4415
59.816387,1993,6251,9115,4260
59.841457,1636,8756,4302,2987
59.908264,2462,6187,8431,7199
59.908264,738,942,4381,7652
59.908264,1026,8212,6553,4949
59.908264,2148,4853,8159,6153
59.908264,1618,2431,6572,4396
59.908264,494,9829,1919,7296
59.908264,2200,8599,5792,3249
59.908264,276,9581,1322,479
59.933296,885,9203,4703,8298
59.933296,1077,1543,5308,9726
59.933296,1127,1652,4112,1604
59.933296,1471,2408,3527,2537
59.94164,1212,2580,5173,4850
59.94164,864,1749,3040,1580
59.94164,956,1143,5221,2159
60,601,1254,3126,1432
60,389,629,1796,500
60,2813,3824,9346,7290
60.00833,1620,3282,5145,3411
60.00833,582,775,2233,8807
60.00833,2106,7635,8879,7785
60.00833,1598,2365,4779,3267
60.016663,2627,4995,7599,7094
60.033325,2173,6104,6897,5561
60.033325,1793,7001,6725,2242
60.033325,719,975,1786,1256
60.033325,2135,7239,7104,6431
60.033325,2925,7152,9354,4832
60.074955,2024,5064,8292,7884
60.074955,1582,3746,7398,9177
60.074955,294,9633,686,412
60.074955,1024,9720,5037,1418
60.074955,2236,4505,8827,3996
60.083275,779,1222,2775,1638
60.083275,1655,2464,8519,6984
60.083275,1121,7726,6439,2556
60.083275,801,1008,3344,1109
60.108234,1622,5389,8187,7200
60.108234,1836,7712,4698,2421
60.108234,3050,6124,9411,7781
60.133186,1201,1595,5844,9539
60.133186,617,9743,3205,5947
60.133186,2717,4312,9383,7198
60.1415,1152,2117,3644,3049
60.1415,1418,6823,5241,8813
60.1415,1540,3225,4189,3187
60.166435,2291,7524,7235,5885
60.166435,1761,4855,4500,3052
60.166435,1449,8101,4722,7979
60.166435,1319,1731,5571,3309
60.207973,2894,8591,9517,8659
60.207973,1912,3492,7936,4173
60.207973,1112,9225,2998,8879
60.207973,1556,2549,6714,8789
60.207973,722,9186,2707,1449
60.207973,948,2781,3058,4013
60.207973,1890,4711,6392,5908
60.207973,2100,2546,8755,6916
60.207973,2466,8314,9792,7383
60.207973,838,1785,2531,1264
60.207973,984,3752,5661,5377
60.207973,1406,5053,5448,4503
60.216278,2859,6229,8407,6179
60.299255,1665,7061,6784,5528
60.307545,2382,8127,9966,8852
60.307545,422,7312,2142,8695
60.307545,2348,5979,8098,6563
60.373837,1186,7258,4761,3333
60.40695,646,5669,2098,1400
60.40695,1132,8527,4362,3286
60.40695,1050,1292,5300,9741
60.40695,742,1458,2932,4261
60.40695,466,9725,1832,8574
60.41523,3449,7631,9487,7744
60.41523,2451,7189,8507,5071
60.41523,3253,5939,9932,7103
60.41523,1775,8925,7378,7412
60.41523,1713,3063,4329,4444
60.41523,587,7598,3440,1814
60.41523,1761,5622,4786,3400
60.41523,741,1600,3587,5944
60.41523,639,7653,2691,6086
60.41523,1019,4334,4495,4364
60.41523,1079,4309,6555,5141
60.41523,2547,7553,7527,3997
60.41523,2689,4411,6025,3717
60.440052,582,9868,2322,9870
60.440052,890,5170,4566,2287
60.440052,1506,4188,6159,5339
60.440052,2440,3998,9502,7760
60.440052,686,2855,2549,2812
60.440052,454,9828,2281,8369
60.440052,1474,5791,8289,5678
60.464867,1995,7056,6807,3163
60.464867,1185,5238,4089,2394
60.464867,2737,6733,7966,4228
60.464867,959,4604,4499,4915
60.464867,3101,6425,7484,4619
60.530983,3047,6396,8197,6182
60.530983,1775,5915,4214,5486
60.53924,512,7995,2107,7990
60.53924,1640,6044,8714,7174
60.53924,2474,5291,6454,5818
60.53924,1164,9392,4394,8050
60.60528,1292,8373,4554,7242
60.60528,1898,2937,7975,5072
60.60528,1382,7742,8248,1979
60.60528,3016,8290,9846,4496
60.60528,728,4723,3376,787
60.63827,772,1473,1791,1594
60.63827,1618,8305,6206,1927
60.671246,800,9498,3079,904
60.728905,2759,7518,9403,6759
60.728905,451,8693,2664,8855
60.728905,1379,9182,5699,3368
60.74537,701,7492,3046,3808
60.74537,1659,5370,7274,7562
60.80296,2936,7222,8306,5929
60.811184,2461,6397,7971,5398
60.811184,2151,5609,9708,6430
60.811184,2247,6581,9178,8091
60.811184,671,860,3532,7228
60.827625,2395,7228,9478,7880
60.827625,591,823,2996,2295
60.827625,1079,9339,5375,9136
60.827625,1951,6842,7973,2589
60.835846,1158,4211,4186,3792
60.835846,1816,2254,5882,4087
60.835846,1804,6109,9074,6950
60.90156,1158,2148,6076,8135
60.90156,2810,3408,9198,8406
60.90156,1450,8485,3890,8913
60.90156,1182,2039,2986,7643
60.90156,1278,7364,6708,4793
60.90156,582,8793,2914,1651
60.90156,1020,7938,4303,7784
60.926186,2003,4393,7385,4668
60.926186,2225,6912,6752,6714
60.926186,921,9756,1959,7562
60.959003,3763,6899,9138,7403
60.959003,2711,5162,8214,8338
60.959003,1671,9537,8017,4673
60.959003,2117,4446,7046,3058
60.959003,1971,8554,6402,9207
60.959003,1579,5887,6619,6058
61,936,4816,6413,3578
61,1916,6664,6768,5008
61.008198,1837,5434,8379,3813
61.008198,1535,2328,4705,1874
61.03278,1054,3838,5325,3376
61.03278,2294,6291,6605,6474
61.03278,640,9627,2622,1064
61.03278,1678,7547,8888,2746
61.03278,2310,7705,8968,7362
61.03278,1358,2891,7287,3032
61.03278,2924,5526,9154,5529
61.03278,2796,7571,9573,7697
61.03278,2742,8071,6902,5827
61.03278,2318,6808,7381,4107
61.05735,1387,3499,7315,7754
61.05735,1353,8431,6488,4520
61.05735,931,2225,3867,1996
61.073727,1191,8877,4482,1373
61.073727,1469,6454,7203,1895
61.073727,727,2557,4557,2663
61.073727,1121,2701,5465,1758
61.073727,3719,7328,8579,6003
61.09828,3380,6966,9638,6009
61.09828,2588,7622,9968,7315
61.09828,2702,4395,8389,4618
61.13101,2730,4816,8860,5656
61.13101,924,1169,4290,2168
61.13101,2544,4251,6005,7125
61.13101,3008,8490,2323,4222
61.188232,1709,8737,7355,4541
61.188232,1529,5973,8371,6268
61.188232,2493,7997,9176,4369
61.188232,2679,5092,8222,6209
61.188232,1199,3985,4813,7488
61.204575,1223,6803,6045,1706
61.204575,2369,5304,9905,5263
61.220913,2563,3704,9308,6147
61.220913,2457,5473,7853,6467
61.269894,1609,2768,8083,2905
61.269894,1887,7293,8275,5372
61.269894,3079,4591,8906,5694
61.294373,808,6092,4260,1011
61.294373,1098,1759,4857,3821
61.294373,2212,5552,6574,7905
61.294373,854,2727,3982,2707
61.294373,372,396,1387,9231
61.294373,756,918,3464,6860
61.294373,2210,5045,7955,4466
61.294373,1942,3191,8740,3086
61.294373,1902,7374,9405,4524
61.294373,1150,6649,6960,7981
61.294373,458,652,698,658
61.326992,2700,3345,7701,5479
61.326992,2612,7270,9255,6169
61.351448,859,6582,2596,2411
61.351448,1707,2632,9198,2381
61.39218,2792,2940,7795,3997
61.39218,1532,2219,4894,2666
61.400326,921,1032,3337,8855
61.400326,3283,8568,8412,5677
61.400326,1323,2392,6462,5991
61.400326,1515,1962,3339,2423
61.400326,2665,7079,9206,9273
61.400326,1613,5574,6417,6978
61.400326,1455,9504,5561,8285
61.400326,2287,4442,6271,8645
61.400326,523,1690,2109,9004
61.46544,1679,9370,9865,2040
61.46544,1499,7936,5479,4269
61.522354,2462,5833,7291,3624
61.522354,2176,3597,7331,8382
61.522354,1322,7872,4568,8691
61.554855,704,9902,1361,854
61.554855,1392,1786,3414,2222
61.554855,1226,3771,6172,3811
61.587337,904,1861,2626,8271
61.611687,647,878,1107,2212
61.611687,515,6845,1512,9914
61.611687,577,9301,3001,9602
61.611687,453,503,1607,499
61.6198,2120,5895,9098,5297
61.66036,2463,4223,8491,3705
61.66036,991,1576,2482,2296
61.66036,2001,4422,6163,3914
61.66036,719,1770,4332,5245
61.68468,2334,5752,6951,4232
61.68468,1714,2461,4281,6599
61.68468,2366,8085,9456,7892
61.68468,1574,5924,5848,4274
61.68468,2064,4346,9820,3456
61.68468,342,3878,1715,6452
61.68468,1872,5628,7017,8294
61.7171,3624,6542,8462,7538
61.7171,1622,4435,5925,5992
