pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
19.209373,1252,1966,5853,2282
19.209373,82,140,281,276
19.209373,1270,3254,4395,2974
19.235384,75,9664,309,86
19.235384,901,4290,3034,5824
19.235384,3485,8845,9959,6712
19.235384,1145,1685,3423,2254
19.235384,191,4403,674,217
19.235384,1359,9530,4830,2505
19.235384,89,9867,277,9861
19.235384,1589,5250,5886,2283
19.235384,529,9687,1443,9652
19.235384,229,9727,817,433
19.235384,321,779,1941,819
19.235384,2231,3726,9332,8865
19.313208,782,1198,2159,3129
19.313208,330,1083,1189,1064
19.313208,1362,8248,5942,2454
19.313208,186,198,577,9137
19.313208,438,801,2292,1001
19.313208,1124,9756,5404,5569
19.313208,1996,2894,7724,2723
19.416489,734,1435,4213,2014
19.416489,126,387,452,1974
19.416489,336,572,821,558
19.416489,120,6983,382,7031
19.416489,1410,9251,5633,4354
19.416489,2570,4991,9495,6501
19.416489,160,9650,576,190
19.416489,242,1332,710,421
19.646883,1547,2280,4406,2155
19.646883,93,3199,340,3140
19.646883,283,422,1059,8926
19.646883,1491,2100,5587,6660
19.646883,579,9318,1992,3730
19.646883,1745,9542,9379,2804
19.697716,517,8105,1889,9633
19.697716,217,9712,707,9755
19.697716,301,385,1808,6982
19.697716,821,1158,3169,6563
19.697716,169,227,754,9368
19.697716,207,1307,1091,8103
19.697716,1847,8386,6417,8567
19.723083,2060,4415,6241,9336
19.723083,466,808,1747,4582
19.723083,394,6449,1571,1062
19.723083,2588,9174,617,4894
19.723083,1724,5975,7712,2712
19.723083,2462,4851,9267,4664
19.79899,221,2019,710,358
19.79899,2225,8542,6106,3852
19.79899,1161,2979,4143,1987
19.849434,85,8929,375,8923
19.849434,523,9287,2447,7631
19.849434,1025,2146,4695,2315
19.849434,75,9850,326,9981
19.849434,2917,299,961,8674
19.924858,256,6017,1118,4456
19.924858,978,2910,6132,9031
19.924858,124,9875,424,9818
19.924858,1074,3122,5366,1787
19.924858,1564,5972,4984,4637
19.924858,854,4553,4218,9101
19.924858,232,7972,1040,2071
19.924858,486,842,1682,4186
20,1345,3199,8398,8602
20,2189,8298,7993,7730
20,3097,333,785,5727
20,725,9338,2329,9559
20,2743,6524,8456,6275
20,703,890,2729,1689
20,1475,2590,4039,3446
20,2409,4178,8761,7674
20.024984,2044,3474,5174,3709
20.024984,1394,9221,2678,2037
20.024984,264,350,1133,9807
20.024984,94,2432,399,166
20.024984,2406,4802,9040,7453
20.024984,2800,4603,9538,7572
20.024984,132,140,445,9352
20.024984,140,9007,306,9004
20.024984,374,473,740,672
20.024984,544,8864,2439,8875
20.024984,50,57,147,55
20.09975,131,634,600,721
20.09975,1747,5644,7558,8225
20.09975,375,4905,1484,564
20.09975,163,9957,806,204
20.12461,144,403,477,174
20.12461,418,9173,1586,935
20.12461,1406,7605,7720,6767
20.12461,328,840,949,494
20.12461,902,9717,2847,1052
20.12461,262,307,760,9945
20.12461,1168,7552,5351,7060
20.12461,1072,9086,3988,4544
20.12461,362,500,1137,510
20.12461,230,1355,1054,1402
20.12461,1940,6445,7867,5747
20.22375,916,1088,3120,6997
20.22375,254,2964,811,471
20.22375,2580,5208,9051,6617
20.22375,94,781,398,9992
20.22375,192,9824,586,9657
20.22375,1710,6048,7078,5882
20.22375,504,6748,2247,590
20.22375,564,1501,1364,916
20.248457,365,3513,1535,6769
20.248457,739,2142,1827,9632
20.248457,1491,2026,3972,2876
20.248457,333,6949,1415,1007
20.248457,1093,7898,5267,6583
20.248457,275,9799,1793,9905
20.248457,199,2380,604,9960
20.248457,1043,3209,3745,3083
20.248457,859,1834,6192,1963
20.396078,2155,8820,9416,7669
20.396078,2479,5667,6965,4692
20.396078,813,5644,5037,6670
20.396078,3951,5942,9073,7490
20.396078,1865,8863,3585,9317
20.396078,1249,4188,7124,6393
20.396078,659,4957,3606,5343
20.396078,1155,4797,3763,2084
20.518284,918,7592,4898,9535
20.518284,2262,3745,9980,7483
20.518284,2210,4956,7843,7369
20.518284,182,195,528,8242
20.518284,2260,2990,7600,7228
20.518284,150,462,726,711
20.518284,800,1120,1436,1042
20.518284,118,9410,510,9378
20.518284,252,9871,1058,9814
20.518284,102,9974,600,5730
20.59126,303,487,925,9418
20.59126,321,9318,972,612
20.59126,153,9193,475,9404
20.59126,555,9838,2349,9822
20.615528,1010,1708,4664,2462
20.615528,926,1171,5771,1870
20.615528,1464,2793,8143,6076
20.615528,838,2711,4673,2852
20.615528,1332,2010,3642,2869
20.615528,2124,9039,8710,8788
20.615528,146,9398,823,9465
20.615528,704,973,1218,9707
20.615528,578,1424,1991,7306
20.615528,158,4561,917,5179
20.615528,1974,5161,6064,3105
20.615528,1432,2583,6498,6082
20.615528,60,9781,129,9782
20.808653,2912,6848,8156,5443
20.808653,1374,9368,3619,9215
20.808653,1630,9226,5389,5912
20.808653,336,506,1043,8146
20.880613,1535,4806,4839,3002
20.880613,571,2847,1891,8044
20.880613,1297,8451,4783,5958
20.880613,779,780,2426,1339
20.880613,2117,3769,5639,4533
20.880613,255,8371,828,281
20.880613,2367,6479,9600,8062
21,2510,6165,8699,6619
21,280,3658,711,371
21.023796,2129,6872,9601,4884
21.023796,183,5164,647,2635
21.023796,777,1076,2791,1888
21.023796,123,2489,597,320
21.023796,1361,1637,4533,9441
21.023796,1383,6029,7447,7455
21.023796,1031,1499,5377,8891
21.023796,2515,4357,9661,8298
21.023796,1779,3212,2199,2344
21.023796,341,9683,1713,2335
21.023796,1099,4405,5113,4710
21.023796,1881,5018,8037,6999
21.023796,1775,8025,7014,8914
21.023796,1997,7226,8992,6622
21.023796,1263,1928,7068,1376
21.095022,562,701,1572,9874
21.095022,114,208,420,9897
21.095022,278,455,608,340
21.095022,86,9607,352,473
21.095022,2508,8050,6620,3687
21.095022,1734,5923,5913,6331
21.095022,138,9958,555,9886
21.095022,1614,2704,6299,2814
21.095022,372,513,1484,8254
21.095022,2546,4462,6378,8679
21.095022,538,754,2523,768
21.189621,110,116,314,438
21.189621,932,1170,6115,1127
21.189621,418,7825,1458,8276
21.189621,208,7809,1039,2108
21.189621,860,1198,4076,1031
21.189621,1436,3205,6952,7260
21.189621,1036,2073,3853,3716
21.189621,248,6528,1300,6825
21.213203,1497,7990,8271,5533
21.213203,671,1502,2023,1233
21.213203,819,5751,3791,1679
21.213203,207,4014,727,2700
21.213203,587,6598,3090,5853
21.213203,195,201,846,1379
21.213203,215,668,993,686
21.213203,79,8326,265,8323
21.260292,135,552,535,145
21.260292,819,8066,4416,4845
21.260292,1325,2166,6287,3882
21.377558,122,9977,221,150
21.377558,1122,5905,5601,2552
21.377558,440,630,984,885
21.377558,98,140,214,186
21.377558,460,1751,2855,9839
21.377558,2394,5552,8408,8373
21.400934,2047,4639,9124,3586
21.400934,123,9990,514,128
21.400934,1375,6592,4575,1649
21.400934,799,7313,4392,2961
21.400934,151,153,585,4975
21.400934,883,1008,2759,1384
21.470911,318,4099,1090,9832
21.470911,3010,5996,8124,4120
21.470911,740,7458,4193,3658
21.470911,750,9512,3802,8641
21.470911,1176,2446,6602,2467
21.470911,164,219,389,268
21.470911,1310,1875,5428,2775
21.470911,238,326,911,2845
21.470911,338,2334,1082,2454
21.470911,1094,1656,2746,2537
21.540659,2069,4644,6998,5064
21.540659,223,3361,859,256
21.587032,4231,7708,4444,8344
21.587032,1523,9540,9492,9453
21.587032,341,1050,1803,1218
21.587032,371,4243,1153,434
21.587032,227,1577,550,1577
21.587032,1973,3520,6209,2774
21.587032,183,203,762,2188
21.587032,3127,4366,6291,5742
21.633308,769,8175,3957,2128
21.633308,129,233,453,237
21.633308,3349,6846,9446,6632
21.84033,730,6911,2669,3883
21.84033,4200,351,1266,7197
21.84033,2002,4465,9428,7391
21.84033,236,7978,987,267
21.84033,742,1111,2518,9649
21.84033,280,8891,1155,9976
21.931713,264,641,868,764
21.931713,1360,9488,4426,9048
21.931713,226,7294,815,815
21.931713,396,575,1977,7822
21.931713,2938,5579,7076,5222
21.931713,166,185,462,189
21.931713,316,535,1525,9824
21.931713,3240,423,509,6691
21.931713,674,9649,1874,869
21.931713,1612,3397,8711,2985
21.954498,517,8196,2292,1604
21.954498,455,1112,1390,7313
21.954498,385,9846,2171,7381
21.954498,689,866,1850,933
21.954498,2041,2642,8574,3896
21.954498,281,6248,699,302
22,849,3655,3769,1042
22,1583,2655,7080,5797
22,281,1538,1214,1472
22,333,391,975,470
22.022715,2666,9350,8289,7665
22.022715,820,3481,3562,3846
22.022715,1116,7522,5380,6943
22.022715,2536,8991,4386,3547
22.022715,74,196,231,85
22.022715,426,1134,2970,9552
22.022715,100,8854,242,149
22.022715,158,1669,567,1719
22.022715,432,500,1989,3604
22.022715,208,9801,799,9910
22.022715,136,255,477,145
22.022715,3114,5934,9359,8121
22.022715,2678,3834,9053,7934
22.022715,3480,5912,8410,7455
22.022715,590,1035,2366,8866
22.022715,1968,4787,6021,5325
22.022715,80,83,266,178
22.090721,651,1314,3139,1435
22.090721,313,486,998,3581
22.090721,235,1601,1057,404
22.090721,383,884,1530,6655
22.090721,621,945,2261,872
22.090721,323,9382,1037,9436
22.203604,122,9976,356,2926
22.203604,834,3636,3635,6627
22.203604,192,9932,534,7878
22.203604,622,9793,2679,3327
22.203604,1536,8909,6929,6663
22.203604,164,224,653,5054
22.203604,782,7885,4027,7677
22.203604,694,2991,4829,5211
22.36068,135,1539,361,9991
22.36068,1625,4351,7295,6822
22.36068,443,488,2114,678
22.36068,85,8974,253,86
22.36068,143,9742,718,9909
22.36068,77,9103,260,9115
22.36068,205,283,822,325
22.36068,559,9021,2160,785
22.472204,568,6587,1833,926
22.472204,794,8089,3817,2249
22.472204,596,1144,2793,749
22.472204,382,560,2300,511
22.472204,1592,2570,3643,9241
22.472204,324,9662,1508,481
22.472204,1670,7433,5108,7235
22.472204,1668,3301,8184,2639
22.472204,1094,8411,5061,1528
22.472204,2114,8793,8970,7834
22.472204,114,1104,429,165
22.472204,136,1152,571,1360
22.472204,954,1325,3912,9607
22.472204,186,8886,739,222
22.561028,130,202,356,7274
22.561028,2124,5482,8644,7668
22.627417,2455,7167,9593,4795
22.627417,681,7084,2835,1058
22.671568,947,7486,3149,9398
22.671568,801,9445,1703,1307
22.671568,1113,7175,3866,1289
22.671568,1857,3412,4725,8837
22.671568,229,1842,1059,9880
22.671568,413,3762,1305,9398
22.671568,223,392,434,9831
22.671568,173,4203,430,279
22.803509,105,9618,366,442
22.803509,637,8742,2677,9413
22.803509,597,6886,1965,6895
22.803509,2381,6444,9328,4067
22.803509,157,934,559,4868
22.803509,327,703,1333,357
22.803509,2751,7903,9467,7900
22.803509,1395,1744,7863,3827
22.803509,2765,7997,9597,6681
22.803509,2305,8844,574,3280
22.803509,1129,7558,5379,4496
22.803509,233,336,712,9673
22.803509,413,9877,2236,560
22.803509,545,9872,1389,752
22.803509,197,211,535,252
22.803509,1731,2188,8304,8063
22.825424,1184,4635,6833,1868
22.825424,1658,5809,9269,7672
22.825424,216,9641,855,388
22.825424,76,75,183,77
22.825424,2614,4546,9345,6803
22.847319,445,4906,1172,5417
22.847319,367,7810,1234,776
22.847319,1079,1437,3886,1449
22.847319,1505,6190,7033,3588
22.847319,1427,4441,6324,6744
22.847319,211,228,829,324
23,174,402,535,9518
23,252,9480,932,9480
23,2522,4182,6465,4237
23,346,9483,1740,2895
23,1798,2965,7115,4727
23,224,8484,885,304
23.021729,337,1901,1914,7410
23.021729,583,2663,2175,4596
23.021729,353,836,1504,7249
23.021729,67,834,289,927
23.021729,589,2457,2414,2473
23.021729,2143,4151,5360,3426
23.021729,403,1836,1341,1861
23.021729,375,1049,1084,9679
23.021729,1473,5164,5953,2904
23.021729,97,5544,234,152
23.021729,467,558,1405,9261
23.021729,1663,8849,6581,7496
23.021729,225,237,747,7757
23.086792,466,9756,1725,9560
23.086792,584,1862,2795,8621
23.086792,1130,5414,4410,9737
23.086792,242,1633,738,1692
23.086792,128,144,476,5308
23.086792,1172,6732,5208,4477
23.086792,1038,8615,4775,9576
23.086792,750,8243,2984,2065
23.086792,400,1461,1686,3147
23.086792,714,885,4131,2270
23.086792,196,310,610,613
23.086792,1564,7513,8820,3120
23.086792,3004,5348,9671,5960
23.194826,223,284,652,289
23.194826,355,500,1082,3111
23.194826,2585,6208,9682,5660
23.194826,275,9827,899,407
23.259407,242,2132,699,407
23.259407,1892,7502,8350,2952
23.259407,384,9495,1807,1081
23.259407,2064,4466,7794,8666
23.259407,3456,6079,9094,4974
23.259407,1978,8163,5870,4053
23.259407,718,5659,3595,3615
23.259407,882,9180,3693,1731
23.323807,261,3175,1107,7055
23.323807,365,9645,2112,9649
23.323807,2487,7002,8714,7140
23.323807,317,9460,805,781
23.323807,2017,4673,9009,5451
23.323807,287,2823,776,339
23.345236,2104,5155,8806,6586
23.345236,486,7817,1246,8164
23.345236,268,309,1110,364
23.345236,538,5737,2420,608
23.345236,1496,9648,4795,7468
23.345236,826,1355,2621,1372
23.345236,108,139,285,121
23.345236,2474,6402,8149,8248
23.345236,376,8410,1457,524
23.345236,1038,1791,4959,9569
23.345236,410,9746,2025,565
23.409399,127,3863,387,3859
23.409399,893,4601,2384,1330
23.409399,1469,5043,5633,4837
23.409399,133,6645,598,683
23.409399,533,972,2695,8587
23.409399,283,309,1099,6665
23.43075,344,1203,1309,9714
23.43075,654,910,1273,1175
23.43075,344,8980,1626,9067
23.43075,330,1109,1882,9724
23.43075,1964,3484,8565,8258
23.43075,306,2083,1301,401
23.537205,2023,7549,9003,6621
23.537205,529,9783,2155,1136
23.537205,67,9985,178,5474
23.537205,1127,2217,4777,4313
23.537205,565,4874,2798,5712
23.600847,1018,4371,4618,9401
23.600847,210,6407,906,9888
23.600847,198,1998,525,236
23.600847,666,1478,2559,2963
23.600847,2466,4243,8138,4495
23.600847,556,5386,2796,9601
23.70654,993,2543,4991,2914
23.70654,173,9642,581,391
23.70654,2501,4621,8249,4116
23.70654,293,6556,1060,470
23.70654,1239,1659,3156,1681
23.70654,221,1140,1102,893
23.70654,235,4090,1003,9971
23.70654,327,9910,1289,6392
23.70654,623,2229,3122,6852
23.769728,1672,5780,5111,2541
23.769728,1886,7648,8874,5007
23.769728,172,399,625,402
23.853722,1100,5324,3024,5332
23.853722,328,457,2574,865
23.853722,1224,8100,4819,7435
23.853722,3074,4084,9342,6923
23.853722,172,192,632,3175
24,533,769,1557,616
24,1141,7284,6032,7564
24,1699,6625,5493,6977
24,1073,6192,4119,2128
24.020824,412,9782,1768,8755
24.020824,732,6918,3544,2623
24.020824,1064,1481,4721,5790
24.020824,1514,3973,6916,3772
24.020824,844,2103,4085,9601
24.020824,144,189,418,3391
24.04163,281,7658,1035,339
24.04163,1399,2984,3968,8434
24.04163,1701,3176,8380,3030
24.04163,2997,5336,8724,6906
24.04163,115,195,453,182
24.04163,325,9570,1628,678
24.04163,753,9226,3612,8501
24.083189,149,260,570,164
24.083189,971,8380,4683,1472
24.083189,653,707,2693,711
24.083189,299,325,747,321
24.083189,189,814,819,4077
24.083189,75,123,207,93
24.083189,311,2450,1176,9644
24.083189,297,575,1329,4212
24.083189,93,108,371,164
24.083189,199,9907,1083,368
24.166092,655,1531,1914,963
24.166092,3315,6566,9716,7227
24.166092,1127,4608,4815,9538
24.166092,149,171,676,8075
24.166092,3457,6445,9839,6274
24.166092,2157,5269,8981,7422
24.166092,315,680,826,792
24.186773,1024,3827,5468,2516
24.186773,120,6594,280,190
24.186773,206,9963,564,9948
24.186773,662,1744,2519,2038
24.186773,304,4874,1367,604
24.186773,70,9979,195,90
24.186773,1394,9548,5754,8763
24.186773,768,408,1128,9679
24.186773,2532,7392,4916,7248
24.207438,2767,5907,6640,5107
24.207438,1975,8267,5752,8638
24.207438,751,882,3846,844
24.207438,465,548,2053,8198
24.207438,3051,7115,9895,7537
24.207438,737,1101,3477,8476
24.207438,817,5608,4622,3831
24.33105,73,107,168,98
24.33105,1247,3417,5076,1739
24.33105,343,570,1354,554
24.33105,689,5829,3304,9492
24.33105,2601,6536,7128,6438
24.33105,61,107,214,9713
24.33105,1299,6248,4999,6546
24.33105,823,5912,4192,5461
24.33105,397,9750,1043,9714
24.33105,315,5081,1563,9855
24.33105,767,939,2149,6302
24.351591,2762,6608,7533,8456
24.351591,892,3085,4139,1208
24.351591,2298,4519,4782,3625
24.351591,326,8394,1099,388
24.351591,346,1983,1218,2034
24.351591,472,8027,1506,2411
24.351591,914,3291,5110,5629
24.351591,1470,4743,5870,5620
24.351591,1998,5413,5765,4064
24.41311,3357,7677,827,5893
24.41311,1909,4531,5605,4411
24.5153,238,9638,795,9460
24.5153,636,4896,3084,3827
24.5153,2498,5979,9826,5119
24.5153,202,1664,1087,749
24.5153,126,9941,420,140
24.5153,246,972,930,1000
24.596748,712,1356,2769,7145
24.596748,1836,2997,8148,7861
24.596748,1848,6515,7013,8905
24.596748,3188,7506,8715,7307
24.596748,2106,5498,5151,6044
24.596748,346,3892,1593,461
24.596748,260,9065,1087,271
24.596748,1268,3895,4484,1743
24.596748,276,5268,1109,5609
24.596748,318,9636,1509,397
24.698177,1191,4385,6396,6563
24.698177,395,9815,1519,9815
24.698177,2287,8095,5860,3218
24.698177,95,9831,449,5192
24.698177,561,8731,2735,4886
24.698177,161,265,575,218
24.698177,2449,4979,9552,8440
24.698177,2233,6978,6140,2820
24.698177,515,1122,2043,763
24.698177,2233,5748,7527,6017
24.698177,941,1842,4702,8884
24.738634,69,323,333,185
24.738634,267,454,942,424
24.738634,921,7977,4724,8092
24.738634,893,5235,3067,6012
24.738634,279,308,675,291
24.758837,178,8536,765,513
24.758837,622,1756,3551,9770
24.758837,78,3574,392,9948
24.839485,566,6807,3069,1188
24.839485,2376,4824,8664,4113
25,150,179,525,177
25,348,367,1524,3762
25,3518,8291,9656,8451
25,184,244,702,191
25,576,814,2144,7175
25,1126,6958,4395,3474
25,462,627,1632,624
25,1922,7301,8567,6180
25,484,1368,2557,9176
25,1184,9365,3855,8848
25.019993,991,6021,4838,2065
25.019993,275,8579,776,8612
25.019993,1943,2594,7608,4676
25.019993,1161,3207,5205,2599
25.019993,1919,2214,617,3182
25.019993,651,6755,3168,741
25.059929,515,9599,2229,9015
25.059929,2997,7418,8893,5808
25.059929,2947,4775,6019,6200
25.059929,1111,2116,5051,8023
25.059929,587,911,2631,9127
25.059929,2767,6404,8894,5068
25.059929,279,1799,1480,327
25.079872,260,9897,860,1539
25.079872,208,8785,517,8866
25.079872,2390,5978,1517,5191
25.079872,2918,4481,8549,5158
25.079872,314,519,1298,541
25.079872,1202,8685,4299,3042
25.079872,546,5200,1268,853
25.079872,384,9873,1274,475
25.079872,124,3929,402,171
25.179358,709,8158,2377,8266
25.179358,133,407,311,161
25.179358,1013,9283,3427,1703
25.23886,1102,9527,3889,1498
25.23886,936,8738,4377,5811
25.23886,552,2070,2756,1868
25.23886,352,7495,1344,458
25.23886,914,2792,3799,2773
25.23886,976,5127,5280,4551
25.23886,228,297,666,315
25.23886,366,1502,1919,1208
25.23886,96,8219,292,111
25.23886,260,1939,897,324
25.23886,3234,7413,9706,5348
25.23886,1156,7144,4683,8824
25.23886,694,1085,4280,3101
25.23886,2948,6749,9466,6900
25.298222,2323,4605,9223,6754
25.298222,259,1765,1066,8773
25.298222,149,153,349,939
25.317978,2442,5335,7215,5924
25.317978,150,9925,749,221
25.455845,203,2896,945,2924
25.455845,1169,7914,5891,6500
25.455845,659,765,2811,1479
25.495098,429,8089,1805,8165
25.495098,89,1024,328,123
25.495098,317,806,993,1826
25.495098,1141,1469,4997,7375
25.495098,181,567,542,316
25.495098,363,470,1206,8677
25.495098,445,1578,1677,536
25.495098,153,241,680,9863
25.495098,1389,2021,4099,7279
25.495098,673,2295,3803,3002
25.495098,859,4775,3385,2896
25.495098,1243,2312,3851,9156
25.495098,413,1430,1490,3766
25.495098,165,9594,397,167
25.495098,2087,7313,6469,6663
25.495098,2319,6838,8886,3001
25.553865,1550,7324,6841,2498
25.553865,1122,4449,5481,2075
25.553865,1810,5897,8965,3025
25.553865,2454,5635,8319,5301
25.553865,1786,2344,6742,5394
25.612497,2809,6980,8834,7888
25.612497,985,8068,5392,7590
25.612497,885,1085,3177,8314
25.612497,1831,2226,4583,2620
25.612497,1465,3234,7963,3988
25.632011,1406,1873,5196,1833
25.632011,840,1587,3191,9310
25.632011,596,803,2697,926
25.632011,1392,2551,5708,2755
25.632011,110,8918,280,8914
25.70992,134,9815,685,734
25.70992,394,9742,1434,808
25.70992,824,2177,4101,6501
25.70992,1964,6981,7360,7314
25.70992,98,692,299,711
25.806976,2931,4878,7548,5730
25.806976,2483,8123,8138,4288
25.806976,3233,8316,9808,8194
25.942244,752,1515,2039,1349
25.942244,1722,4057,5871,3475
25.942244,222,983,1048,9212
25.942244,1254,4190,5100,6243
25.942244,2092,3655,7256,7171
25.96151,1069,1443,5892,1493
25.96151,2675,8595,5665,8956
25.96151,1605,2457,5423,8453
25.96151,221,1704,1001,4892
25.96151,883,2173,4015,1641
25.96151,191,942,505,928
25.96151,1089,9121,2925,2386
26,1835,3259,5993,3080
26,1597,8738,6866,2914
26,1755,6902,9816,4847
26,121,1156,477,1158
26,3035,5194,9467,6462
26,1929,8707,9652,3019
26,487,1249,1399,707
26,1597,3571,7459,2242
26,111,190,443,237
26,1169,4381,3917,4750
26.019224,886,1105,3330,1143
26.019224,1108,2165,3256,1947
26.019224,2796,8531,8862,3440
26.019224,406,5170,1834,1427
26.019224,244,9955,813,6231
26.019224,1560,8545,7448,3254
26.019224,56,8885,182,8962
26.076809,1445,2046,8361,9680
26.076809,3283,6082,3779,5449
26.076809,853,9763,4651,6906
26.076809,2409,4407,7832,4367
26.076809,223,9899,995,9299
26.076809,97,9897,410,9947
26.076809,2059,3699,1387,3848
26.076809,1443,6222,5564,6730
26.172504,2432,5155,8374,4600
26.172504,1002,2736,3927,3600
26.172504,3632,6831,9337,5989
26.172504,546,913,2302,1082
26.172504,122,3044,435,156
26.172504,1716,4660,8458,7029
26.172504,1078,7692,6064,8174
26.172504,494,3856,2625,3899
26.172504,520,3477,2200,4834
26.172504,832,7662,3529,1149
26.24881,602,7888,2146,9643
26.24881,1906,6307,7714,3853
26.24881,1826,6764,8798,7475
26.24881,322,1415,1591,8984
26.24881,2488,4730,6734,6527
26.24881,2478,8899,9224,4847
26.24881,1548,2223,6554,2947
26.24881,652,3106,3782,9400
